name;price;info;link;Код товара;Выходной сигнал;Диапазон работы;Интерфейс
Датчики технического зрения Balluff серии BVS OI;Уточнить цену;"Код товара; Balluff BVS OI; Выходной сигнал; 3xPNP/NPN; Диапазон работы; до 1000 мм; Интерфейс; Ethernet 10 Base-T / 100 Base-TX";https://balluff-rus.ru/catalog/2d_datchiki/datchiki_tekhnicheskogo_zreniya_balluff_serii_bvs_oi/;Balluff BVS OI;3xPNP/NPN;до 1000 мм;Ethernet 10 Base-T / 100 Base-TX
